paper_id,publish_year,paper_title,con_id
7F081091,1967,A scheduling philosophy for multi-processing systems,45CEC493
808135D8,1967,A position paper on computing and communications,45CEC493
7B073B3C,1967,A digital communication network for computers giving rapid response at remote terminals,45CEC493
76442B59,1969,Two approaches for measuring the performance of time-sharing systems,45CEC493
7D28CD5F,1999,Token-Based Acces to Digital Information,45D14EDE
5DA63017,1999,A Rapidly Configurable Location-Aware Information System for an Exterior Environment,45D14EDE
5D3C571F,1999,An Evaluation of WebTwig - A Site Outliner for Handheld Web Access,45D14EDE
5DA9FD09,1999,Pocket Bargain Finder: A Handheld Device for Augmented Commerce,45D14EDE
5E332FAC,1999,The Role of Connectivity in Supporting Context-Sensitive Applications,45D14EDE
5F287D07,2003,Identification of Surface Residues Involved in Protein-Protein Interaction — A Support Vector Machine Approach,45D416DF
5BA61BA1,2003,Decision Tree Induction from Distributed Heterogeneous Autonomous Data Sources,45D416DF
5857DCFF,2003,Contract net protocol for cooperative optimisation and dynamic scheduling of steel production,45D416DF
5F14B976,2003,Stochastic Distributed Algorithms for Target Surveillance,45D416DF
7FC1437D,2005,Improving the Web text content by extracting significant pages into a Web site,45D416DF
6145B895,2005,An intelligent algorithm for enhancing contrast for image based on discrete stationary wavelet transform and in-complete beta transform,45D6911A
5A851AA7,2005,Affective-Cognitive learning and decision making: a motivational reward framework for affective agents,45D6911A
7EF56B88,2005,Towards Unsupervised Detection of Affective Body Posture Nuances,45D6911A
5A30BDD6,2005,Grounding affective dimensions into posture features,45D6911A
58B23505,2005,Face tracking using mean-shift algorithm: a fuzzy approach for boundary detection,45D6911A
7C01F5CF,1995,Inference bear: designing interactive interfaces through before and after snapshots,45D76B94
79E47742,1995,Using schematic scenarios to understand user needs,45D76B94
8090C2C4,1995,Learner-centered system design: HCI perspective for the future,45D76B94
7AFB4837,1995,Technology-driven design of speech recognition systems,45D76B94
76258215,1995,A formal technique for automated dialogue development,45D76B94
5B3FBFF9,1999,Over Fp vs. over F2n and on Pentium vs. on Alpha in Software Implementation of Hyperelliptic Curve Cryptosystems,45D7DDA8
5CC92609,1999,Why Hierarchical Key Distribution Is Appropriate for Multicast Networks,45D7DDA8
7017C984,1999,A Hardware-Oriented Algorithm for Computing in Jacobians and Its Implementation for Hyperelliptic Curve Cryptosystems,45D7DDA8
5B4FB71D,1999,A New Approach to Efficient Verifiable Secret Sharing for Threshold KCDSA Signature,45D7DDA8
759A112E,1999,Verifiable Secret Sharing and Time Capsules,45D7DDA8
5BB9276D,2009,Effects of Website Interactivity on Online Retail Shopping Behavior,45D8562E
5A49AEC0,2010,Virtual Team Collaboration: A Review of Literature and Perspectives,45D8562E
72497230,2014,Is Digital Piracy An Enemy of the Mobile App Industry? An Empirical Study on Piracy of Mobile Apps,45D8562E
5EFE9D83,2005,Non-expanding Transaction Specific Pseudonymization for IP Traffic Monitoring,45D96940
5AD6322D,2005,Similar keys of multivariate quadratic public key cryptosystems,45D96940
7FA2CB1D,2005,On the security of certificateless signature schemes from asiacrypt 2003,45D96940
5DCA8141,2005,New authentication scheme based on a one-way hash function and diffie-hellman key exchange,45D96940
076919F0,2005,Revaluation of Error Correcting Coding in Watermarking Channel,45D96940
7FB5191A,1993,Searching genetic databases on Splash 2,45DA1F87
7EF14E7A,1993,The CM-2X: a hybrid CM-2/Xilinx prototype,45DA1F87
7F279972,1993,Data-folding in SRAM configurable FPGAs,45DA1F87
7F44115E,1993,A self-reconfigurable processor,45DA1F87
7EFCE86B,1993,The AnyBoard: programming and enhancements,45DA1F87
7D73BBA4,1996,First results in eliminating crosstalk and noise by applying pseudo-random sequences to mobile robot sonar sensing,45DA765E
71CE683B,1996,Real-time phase-based stereo for a mobile robot,45DA765E
70699CCA,1996,Position tracking with position probability grids,45DA765E
7FF7F221,1996,Validation of kernel-based TMR in an autonomous guided vehicle,45DA765E
71FF1063,1996,AMOS: comparison of scan matching approaches for self-localization in indoor environments,45DA765E
59970623,1987,Microworlds: transforming education,45E116C3
81E8FB3F,1987,Guidon-Watch: a graphic interface for viewing a knowledge-based system,45E116C3
77D48136,1987,Pixie: a shell for developing intelligent tutoring systems,45E116C3
83BFB8D0,1987,Artificial worlds and real experience,45E116C3
02E30BF8,1987,Object-oriented logo,45E116C3
58A0EEBB,2006,Extracting and Combining Multimodal Directional Iris Features,45E3CA1B
5F5EF82B,2006,Robust and fast assessment of iris image quality,45E3CA1B
5F0AA33B,2006,Improving the binding of electronic signatures to the signer by biometric authentication,45E3CA1B
5CA2E042,2006,Component-based active appearance models for face modelling,45E3CA1B
59AC3620,2006,Enhancing Login Security Through the Use of Keystroke Input Dynamics,45E3CA1B
5D24FF1C,1995,Planning and Terrain Reasoning,45E5BC3F
05C87710,1996,Dynamic Carrier Allocation Strategies for Mobile Cellular Networks,45E5BC3F
6D46A203,2004,A novel RBF neural network with fast training and accurate generalization,45E5BC3F
7F60B6CE,2004,A Scalable and Reliable Mobile Agent Computation Model,45E5BC3F
5BC5A54C,2004,String Matching with swaps in a Weighted Sequence,45E5BC3F
7E4317C1,1999,Using Augmented Reality to Visualise Architecture Designs in an Outdoor Environment,45E8D393
050663E3,2006,A group quorum system of degree 1+√1+ n/m,45E8D393
5920AFE9,2006,Data forwarding protocol for reliable delivery service in wireless sensor networks,45E8D393
585A99D3,2006,On Maximizing Network Lifetime of Broadcast in WANETs Under an Overhearing Cost Model,45E8D393
5D844A9A,2006,Location Verification Based Defense Against Sybil Attack in Sensor Networks,45E8D393
7FEB53BB,1991,Computing intersection of autoepistemic expansions,45EB6430
07C2BFE6,1993,Reflective Autoepistemic Logic and Logic Programming,45EB6430
5909A0D7,2004,Nondefinite vs. Definite Causal Theories,45EB6430
05768550,2005,Integrating an Answer Set Solver into Prolog: ASP-PROLOG,45EB6430
002475C5,2007,Yet Another Proof of the Strong Equivalence Between Propositional Theories and Logic Programs,45EB6430
0326793C,2008,On-the-Fly Testing by Using an Executable TTCN-3 Markov Chain Usage Model,45ECD72D
0C6BF406,2008,Measuring Characteristics of Models and Model Transformations Using Ontology and Graph Rewriting Techniques,45ECD72D
7DA265C9,2008,A Model Driven Approach to Upgrade Package-Based Software Systems,45ECD72D
3E19E0B9,2008,Design Pattern Detection in Java Systems: A Dynamic Analysis Based Approach,45ECD72D
7EA069C5,2008,A Method to Measure Productivity Trends during Software Evolution,45ECD72D
6A6BBA7D,1989,On the Distributed Implementation of LOTOS,45ED3638
67C68F96,1990,Tools for LOTOS Specification Style Transformation,45ED3638
5FBAF2FD,1990,A LOTOS Interpreter for Simulating Real-Time Behaviour,45ED3638
7D0B10D0,1990,Step-wise Refinement Design Example Using LOTOS,45ED3638
599D6739,1991,An Experiment using Term Rewriting Techniques for Concurrency,45ED3638
77424B27,2006,"RIMAC: a novel redundancy-based hierarchical cache architecture for energy efficient, high performance storage systems",45F09162
80A0D0B8,2006,Using queries for distributed monitoring and forensics,45F09162
8019541D,2006,Tashkent: uniting durability with transaction ordering for high-performance scalable database replication,45F09162
08420A21,2006,Proceedings of the 1st ACM SIGOPS/EuroSys European Conference on Computer Systems 2006,45F09162
7E8C738F,2006,"Peer sharing behaviour in the eDonkey network, and implications for the design of server-less file sharing systems",45F09162
5A98508A,2000,An Object Oriented Multidimensional Data Model for OLAP,45F282AE
5F81A567,2000,Hierarchically Classifying Chinese Web Documents without Dictionary Support and Segmentation Procedure1,45F282AE
5B6E6174,2000,Mining Association Rules with Negative Items Using Interest Measure,45F282AE
59D27272,2000,A Two-Level Method for Clustering DTDs1,45F282AE
5B90E636,2000,Advanced Replacement Policies for WWW Caching,45F282AE
7FE9E640,2007,Should Normal Distribution be Normal? The Student's T Alternative,45F4651A
7E742BC8,2007,"Finite Difference Runoff Modelling Using ""Voronoi Buckets""",45F4651A
78C8A91D,2007,Ants and Multiple Knapsack Problem,45F4651A
7CAD4FA6,2007,The Compact Three Stages Method of the Signature Recognition,45F4651A
75F7C433,2007,Some Criteria of Making Decisions in Pedestrian Evacuation Algorithms,45F4651A
5CCB72B3,2003,Autonomous Agents to Support Interoperability and Physical Integration in Pervasive Environments,45F5DF42
5C4FC15A,2003,Feature selection algorithms to improve documents' classification performance,45F5DF42
0BE2A6C2,2003,Toward Web Intelligence,45F5DF42
6C9E859C,2003,Collaborative Filtering Using Interval Estimation Na�ve Bayes,45F5DF42
58E41082,2003,Clustered Organized Conceptual Queries in the Internet Using Fuzzy Interrelations,45F5DF42
7E9E7ABD,1992,A knowledge base management system on relation model and term rewriting,45F650F9
806B7276,1992,Reusing software with ESTRO (Evolving Software Repository),45F650F9
80DCCF3A,1992,MERA: meta language for software engineering,45F650F9
7DBD7B3D,1992,A rule-based tool for reverse engineering from source code to graphical models,45F650F9
7F7BD9F6,1992,Towards reuse reengineering of old software,45F650F9
752A5085,1987,REN: a reconfigurable experimental network,45F6A80D
76F3A07E,1987,Modeling very large area networks (VLANs) using an information flow approach,45F6A80D
7DA14BD3,1987,A network architecture for reliable distributed computing,45F6A80D
7EE6B989,1987,Modeling of an availability driven computer network architecture,45F6A80D
77403FD7,1987,Determining the delay and reliability of low altitude satellite network topologies using simulation,45F6A80D
807074B0,1996,Selecting and mapping test sequences from formal specifications of concurrent programs,45F753AE
7E17613C,1996,Reliability prediction method for electronic systems: a comparative reliability assessment method,45F753AE
8142B685,1996,A framework for MLS interoperability,45F753AE
59F87912,1996,"Computer security: the good, the bad and the ugly",45F753AE
7E5A4BA8,1996,A multiversion transaction scheduler for centralized multilevel secure database systems,45F753AE
830C8F8F,1991,Integration of Diverse Recognition Methodologies Through Reevaluation of N-Best Sentence Hypotheses,45F914AD
84417F78,1991,Signal Representation Attribute Extraction and the Use Distinctive Features for Phonetic Classification,45F914AD
83D08878,1991,Collection of Spontaneous Speech for the ATIS Domain and Comparative Analyses of Data Collected at MIT and TI,45F914AD
8377BFEB,1991,Bayesian Learning of Gaussian Mixture Densities for Hidden Markov Models,45F914AD
842AD608,1991,Stochastic Representation of Conceptual Structure in the ATIS Task,45F914AD
7D4F1E2A,2004,Organizing ad hoc agents for human-agent service matching,45F964A3
7DB0AD44,2004,The ubiQoS middleware for audio streaming to Bluetooth devices,45F964A3
7E313E35,2004,Design and implementation of a large-scale context fusion network,45F964A3
7CEB43B4,2004,Profile aggregation and policy evaluation for adaptive Internet services,45F964A3
7D99B1C2,2004,Processing continual range queries over moving objects using VCR-based query indexes,45F964A3
5A8DFB3F,2007,On Exponential Lower Bound for Protocols for Reliable Communication in Networks,45F99F55
820FE12D,2007,"Almost Secure (1-Round, n-Channel) Message Transmission Scheme",45F99F55
75269066,2007,Commitment and Authentication Systems,45F99F55
62DD21E9,2007,Trade-Offs in Information-Theoretic Multi-party One-Way Key Agreement,45F99F55
70654F46,2007,Anonymous Quantum Communication,45F99F55
7F8A9E50,1982,Heart: An operating system nucleus machine implemented by firmware,45FB3662
80779DD6,1982,Architectural support for the efficient generation of code for horizontal architectures,45FB3662
8044F387,1982,An experiment to improve operand addressing,45FB3662
7D5B1AC3,1982,Compiler chip: A hardware implementation of compiler,45FB3662
8604D2F0,1982,Compiler chip: A hardware implementation of compiler,45FB3662
84D9464B,1990,An Efficient Parallel Paring Algorithm of Context-Free Grammars,45FD9DD4
6DF99839,1996,The complexity of batch approaches to reduced error rule set induction,45FD9DD4
5B43F45D,1996,CIFI: An Intelligent Agent for Citation Finding on The World-wide Web,45FD9DD4
5D5A5707,1996,The Development of an Interactive Fault Diagnosis Expert System for Telecommunication Applications,45FD9DD4
5EFF1CAD,1996,Acquiring User Preferences for Information Filtering in Interactive Multi-Media Services,45FD9DD4
75479399,1976,A critical overview of computer performance evaluation,45FFFB88
79B476DE,1976,A framework for data base semantic integrity,45FFFB88
7CD26196,1976,A principle for resilient sharing of distributed resources,45FFFB88
7B4B5786,1976,"A software engineering experience in the management, design and implementation of a data secure system",45FFFB88
7CA76BD3,1976,On the Transformational Implementation approach to programming,45FFFB88
5932FE9B,2005,Detection of distributed denial of service attacks using statistical pre-processor and unsupervised neural networks,4600D055
7EDBCA81,2005,Countermeasures for Preventing Comb Method Against SCA Attacks,4600D055
7F2A3D2C,2005,Measuring Resistance to Social Engineering,4600D055
58A5F9AA,2005,Performance Analysis of CDMA-Based Watermarking with Quantization Scheme,4600D055
7E806E42,2005,Visual spoofing of SSL protected web sites and effective countermeasures,4600D055
8518BF26,1993,Massively Parallel Image Processing on AMP (Autonomous Multi-Processor),4603A79F
3CB5F8BF,1995,Digital libraries: Meeting place for high-level and low-level vision,4603A79F
01ADB94B,1995,Rectifying structural matching errors,4603A79F
5A9F43FD,1995,Analysis of Left Ventricular Motion,4603A79F
5C33B7FC,1995,Euclidean 3D Reconstruction from Stereo Sequences with Variable Focal Lengths,4603A79F
5DAB9A9A,2005,Semantic constraints for trust transitivity,4603CA00
6BDFC2AB,2005,Conceptual modelling of computations on data streams,4603CA00
5D70AEEE,2005,The rationale of powertype-based metamodelling to underpin software development methodologies,4603CA00
599C56D6,2005,Roundtrip architectural modeling,4603CA00
5DD68DEA,2005,A pattern enforcing compiler (PEC) for Java: using the compiler,4603CA00
7DD989E8,1998,Supporting real-time multimedia applications with distributed object controlled networks,460452E7
7F269733,1998,Quality-based flexibility in distributed objects,460452E7
7CF2E7D3,1998,A method of test cases generation for real-time systems,460452E7
7D1A6225,1998,Architecture and object model for distributed object-oriented real-time databases,460452E7
7D24F443,1998,Real-Time Inter-ORB Protocol on distributed environment,460452E7
5C6D900B,2004,Cooperative Design for Artistic Performances,4606A0B0
6916F627,2004,Interest Management for Collaborative Environments Through Dividing Their Shared State,4606A0B0
7F019817,2004,Implementing Collaborative Engineering Environments Through Reference Model-Based Assessment,4606A0B0
6F7556D3,2004,"Envisioning Environmental Futures: Multi-agent Knowledge Generation, Frame Problem, Cognitive Mapping",4606A0B0
5AD223BE,2004,Mediating Collaborative Design for Constructing Educational Virtual Reality Environments: A Case Study,4606A0B0
7DE0B639,1993,A genetic algorithm for channel routing in vlsi circuits,4607C954
7D28B2CC,1993,A Hierarchy of Evolution Programs: An Experimental Study,4607C954
5927BF27,1993,Implementing Associations with Ada,4607C954
7F0D50FE,1993,A Sequential Niche Technique for Multimodal Function Optimization,4607C954
75E88EB9,1993,Using genetic algorithms to explore pattern recognition in the immune system,4607C954
5D454D17,1991,DSP based space vector PWM for three-level inverter with DC-link voltage balancing,46081467
5A4C9D92,1992,Some present and future trends in power electronic converters,46081467
801CFB3C,1993,Simulation of multichannel protocols for fiber optics LAN,46081467
5F13A041,1993,An integrated services protocol for Ethernets,46081467
6C73238C,1993,Multi-media network mailing system,46081467
7738BE3A,1970,Toward an understanding of data structures,460A7036
76C3357D,1970,A multilevel data structure for complex hierarchies of interrelated objects,460A7036
7C0A5AE5,1970,Data definition standardization,460A7036
7C86D299,1970,A data description language for hierarchical data files,460A7036
7AE9381C,1970,Preliminary discussion of a general data-to-storage structure mapping language,460A7036
046B2AC0,2004,Improving TCP Performance over Wireless WANs Using TCP/IP-Friendly Link Layer,460AA0EE
5BD289B6,2004,Knowledge and Content-based Audio Retrieval using WordNet,460AA0EE
04246F93,2004,Implementing Multiple Channels over SSL,460AA0EE
0106851D,2004,An Integrated Global and Fuzzy Regional Approach to Content-Based Image Retrieval,460AA0EE
0014CDCF,2004,Design of Intrusion Detection System at User Level with System-Call Interposing,460AA0EE
5B9C6256,1987,"Energy limited channels : coding, multiaccess, and spread spectrum",460D43CF
694EFC9D,1991,Oversampled A/D conversion using alternate projections,460D43CF
062DE0AE,1994,SUPERVISOR SYNTHESIS FOR APPROXIMATING MAXIMALLY-ALLOWABLE BEHAVIORS,460D43CF
038A02D3,1994,Hiding Information in Document Images,460D43CF
05FCA0C9,1995,MAXIMUM LIKELIHOOD DETECTION AND ESTIMATION FOR NEW USERS IN CDMA,460D43CF
7B5B2232,1994,Increasing access to information for the print disabled through electronic documents in SGML,460F9D66
7CD7EEDD,1994,A system for teaching speech to profoundly deaf children using synthesized acoustic and articulatory patterns,460F9D66
7E7B0833,1994,Using the Baby-Babble-Blanket for infants with motor problems: an empirical study,460F9D66
77512C56,1994,The application of spatialization and spatial metaphor to augmentative and alternative communication,460F9D66
7BE64DAE,1994,Multimedia dictionary of American Sign Language,460F9D66
58578AD6,1996,Separating Weakening and Contraction in a Linear Lambda Calculus,460FDA1C
7B8ACD7B,1997,Two Lower Bounds for Multi-Label Interval Routing,460FDA1C
00B7006A,2002,DCAS-based concurrent deques supporting bulk allocation,460FDA1C
7A31DA31,2002,Don't care non-determinism in logic program refinement,460FDA1C
7678B9BE,2003,Formal Semantics for Program Paths,460FDA1C
80375C4C,1999,Mining the Web for acronyms using the duality of patterns and relations,461171C2
7BDAE04B,1999,An adaptive real-time Web search engine,461171C2
7C9D2E47,1999,"Selectively materializing data in mediators by analyzing source structure, query distribution and maintenance cost",461171C2
7628F808,1999,An efficient plan execution system for information management agents,461171C2
7AA7FE9A,1999,Efficient spatial data transmission in Web-based GIS,461171C2
7DFCFBFD,2008,Evaluation of cross-validation formulas for choosing the regularization parameter for inversion of Fredholm integral of the first kind with non-negativity constraints,4612EACA
7D3B53F2,2008,A clustered response mechanism to discover the topology of wireless sensor networks with an application to network management at faulty and operational state of nodes,4612EACA
8137A983,2008,The mechanisms to decide on caching a packet on its way of transmission to a faulty node in wireless sensor networks based on the analytical models and mathematical evaluations,4612EACA
7F178FFB,2008,Opportunities for imaging in distributed robotics applications with ultra-wideband radars,4612EACA
7D3FC97C,2008,Test Benchmarks -- what is the question?,4612EACA
85497AFC,1992,Hidden Curve Elimination of Trimmed Surfaces Using Bézier Clipping,4613D662
80A2F32B,1992,Modelling compound leaves using implicit contours,4613D662
80A8A8F8,1992,Description and synthesis of facial expression based on isodensity maps,4613D662
5E0319EC,1992,A shading model of parallel cylindrical light sources,4613D662
0B7817A7,1992,Controlling the complexity of objects based on polygonal meshes,4613D662
6B1B5301,1992,Honest Iteration Schemes of Randomizing Algorithms,46142C30
5A8AB935,1992,Recognizing an Envelope of Lines in Linear Time,46142C30
5AD0A57E,1992,Computational and Statistical Indistinguishabilities,46142C30
5F135795,1992,Graph spanners and connectivity,46142C30
6D55C0CC,1992,On Malign Input Distributions for Algorithms,46142C30
5EAA0748,1996,Anonymous Addresses and Confidentiality of Location,46155D1D
5E2B0044,1996,Hiding Data in the OSI Network Model,46155D1D
59351CBB,1996,"Blind decoding, blind undeniable signatures, and their applications to privacy protection",46155D1D
6263F726,1996,A progress report on subliminal-free channels,46155D1D
5BC706E6,1996,Tabu Search on the Geometric Traveling Salesman Problem,46155D1D
78954590,1988,Unsupervised Segmentation Of Texture Images,46173BF7
76B54510,1988,A Circuit For Evaluating 64Kbit/S Encoding Procedures,46173BF7
7B6A6408,1988,Classifying Objects Of Continuous Feature Variability: When Do We Stop Classifying?,46173BF7
7C58F56F,1988,Kanji Character Recognition Unit With Hand-Scanner Using SIMD Processor,46173BF7
79DCFAF4,1988,Statistical Analysis Of The Output Rate Of A Sub-Band Video Coder,46173BF7
5E02C412,2006,Proposals on Assessment Environments for Anomaly-Based Network Intrusion Detection Systems,4617B656
5884EDC6,2006,Enforcing Trust in Pervasive Computing with Trusted Computing Technology,4617B656
7DFA26F1,2006,Multidomain Virtual Security Negotiation over the Session Initiation Protocol (SIP),4617B656
5F26C2CC,2006,PROSEARCH: A Protocol to Simplify Path Discovery in Critical Scenarios,4617B656
59B22128,2006,Protection of Components Based on a Smart-Card Enhanced Security Module,4617B656
58A08F37,1994,Pairing Criteria for Decentralized Control of Unstable Plants,4619EDE8
5E8A6DC2,2000,High-Speed Software Multiplication in F2m,4619EDE8
5F47FB75,2000,A Generalized Takagi-Cryptosystem with a modulus of the form prqs,4619EDE8
5A2D5364,2000,Symmetrically Private Information Retrieval,4619EDE8
7E399BCB,2000,On Choice of Connection-Polynominals for LFSR-Based Stream Ciphers,4619EDE8
6D2E5BAD,2000,Accurate simulation and evaluation of code reordering,461B085B
7E94C96B,2000,An analytical model for loop tiling and its solution,461B085B
807E2E3C,2000,Performance evaluation of middleware bridging technologies,461B085B
6F1CDF68,2000,Methodology to optimize the cost/performance of disk subsystems,461B085B
802AF414,2000,Performance scalability in multiprocessor systems with resource contention,461B085B
087E6090,2001,The Hybrid μ-Calculus,461BAEE3
5EE65DA6,2001,The modprof Theorem Prover,461BAEE3
5A50BA78,2001,"Algorithms, Datastructures, and other Issues in Efficient Automated Deduction",461BAEE3
58C9C7A5,2001,A Second-Order Theorem Prover Applied to Circumscription,461BAEE3
5BD8B70C,2001,Preferred Extensions of Argumentation Frameworks: Query Answering and Computation,461BAEE3
80A1852B,2005,Component-based vs. model-based development: a comparison in the context of vehicular embedded systems,461C83ED
7E921BB7,2005,An outline of CM/sup 3/: emergency problem management,461C83ED
693F6CC9,2005,An Outline of CM3: Emergency Problem Management,461C83ED
7E470E20,2005,Agile procurement: new acquisition approach to agile software development,461C83ED
81228C90,2005,A model for user based traffic accounting,461C83ED
76A891E3,1997,Mutual Exclusion of Roles as Means of Implementing Separation of Duty in Role-Based Access Control Systems,461DDC0A
79BBD45D,1997,A role-based access control model for protection domain derivation and management,461DDC0A
7CB523CE,1997,Specifying and managing role-based access control within a corporate intranet,461DDC0A
79448E1E,1997,Rule based database access control�a practical approach,461DDC0A
7C1C82A5,1997,hyperDRIVE: leveraging LDAP to implement RBAC on the Web,461DDC0A
00B548A7,1995,Improving the Software Testing Process in NASA's Software Engineering Laboratory,461F33EF
5DDF2C34,1996,Risk Knowledge Capture in the Riskit Method,461F33EF
0708D739,1996,Studies on Reading Techniques,461F33EF
741B1B19,2001,"Evolving to a ""lighter"" software process: a case study",461F33EF
7F328D22,2001,Practical software reliability modeling,461F33EF
5D296F56,1992,SUPER - Visual Interaction with an Object-Based ER Model,46202E57
5E35A8C8,1992,Part Relations for Object-Oriented Databases,46202E57
6D6A4D45,1992,An entity-relationship-based methodology for distributed database design: An integrated approach towards combined logical and distribution designs,46202E57
5A6E8DE9,1992,ER vs. OO,46202E57
6BD45B63,1992,A Specification-Based Data Model,46202E57
5EF3E255,2000,Performance and reliability model checking and model construction,46228D40
07D53586,2001,Efficient Verification of Timed Automata using BDDs,46228D40
7FD273F5,2003,Integration of Informal and Formal Development of Object-Oriented Safety-Critical Software: A Case Study with the KeY System,46228D40
751CEE73,2005,An overview of JML tools and applications,46228D40
775EF28D,2005,Formal verification of fault tolerance in safety-critical reconfigurable modules,46228D40
5F95A00B,2004,Rainfall-Runoff Modelling Using Three Neural Network Methods,462601A7
5C856693,2004,Intelligent Layer of Two-Way Voice Communication of the Technological Device with the Operator,462601A7
5EDB6E06,2004,Fuzzyfication of Indiscernibility Relation for Structurizing Lists of Synonyms and Stop-Lists for Search Engines,462601A7
5849C8DE,2004,Virtual Modeling and Optimal Design of Intelligent Micro-accelerometers,462601A7
800A3A00,2004,Evolutionary Negotiation Strategies in Emerging Electricity Markets,462601A7
6B7C5759,2005,On the Estimation of Software Reliability of Component-Based Dependable Distributed Systems,4626185F
5D1618E1,2006,Using Architectural Decisions,4626185F
5BC9288F,2007,The architect's mindset,4626185F
00C474E8,2007,Reusable architectural decision models for enterprise application development,4626185F
665C0401,2007,Architecture recovery and evaluation aiming at program understanding and reuse,4626185F
75F83378,1966,Conduction cooled cavity power amplifier at 470 MHz,462744F4
780FCDF1,1966,Lighting protection&#8212;Fact of fallacy,462744F4
76875710,1966,Evaluation of a mobile radio multiple channel diversity receiver using pre-detection combining,462744F4
77E2F48D,1966,Theoretical and experimental study of the properties of the signal from an energy density mobile radio antenna,462744F4
7974AC18,1966,Computer simulation of interference in mobile radio systems,462744F4
5ADC8489,2004,A Framework for Representation and Manipulation of Vague Knowledge,4627B282
5D2E84D0,2004,A Feature Weighting Approach to Building Classification Models by Interactive Clustering,4627B282
5E30AD60,2004,Quantum Computing Based Machine Learning Method and Its Application in Radar Emitter Signal Recognition,4627B282
0C2EA60C,2004,Unsupervised Aggregation by the Choquet Integral Based on Entropy Functionals: Application to the Evaluation of Students,4627B282
69FBD831,2004,A Novel Network Traffic Analysis Method Based on Fuzzy Association Rules,4627B282
7232ECB0,2001,The architecture of a framework for building distributed learning environment,462A34B5
7D885128,2001,COSAR: collaborative writing of argumentative texts,462A34B5
7D9D71D2,2001,Issues and methods for evaluating learner-centered scaffolding,462A34B5
7F64420E,2001,Implementing collaborative learning research in Web-based course design and management systems,462A34B5
7E81F077,2001,Virtual Adaptive Learning Architecture (VALA),462A34B5
5D3B00CD,1987,The ZOO metasystem: a direct-manipulation interface to object-oriented knowledge bases,462A683B
5ABD0FD5,1987,"Conformance, genericity, inheritance and enhancement",462A683B
0B84B604,1987,What is “object-oriented programming”?,462A683B
7F1BDD85,1987,Concurrency features for the Trellis/Owl language,462A683B
5C9A20E4,1987,Inheritance and synchronization in concurrent OOP,462A683B
813A7F73,1988,A Speech Recognition Strategy Based on Making Acoustic Evidence and Phonetic Knowledge Explicit,462BF9E1
5BF86E2A,1988,Speech Recognition Based on Speech Units,462BF9E1
07625060,1991,A mixed speech F0 estimation algorithm,462BF9E1
725DF913,1991,Isolated-word sentence recognition using probabilistic context-free grammar,462BF9E1
58E1748A,1992,Phonetic features extraction using Time-Delay Neural Networks,462BF9E1
6FEF29E2,1998,Information overload-an IR problem?,462F772C
6D201FFB,1998,Efficient search techniques for the inference of minimum size finite automata,462F772C
6233FEF4,1998,Evidence accumulation with competition in information retrieval,462F772C
7EB19C2C,1998,In-place length-restricted prefix coding,462F772C
6F0117BB,1998,An experiment stemming non-traditional text,462F772C
7AECF133,1988,"Predicting {0,1}-functions on randomly drawn points",463119A6
7974D224,1988,Training a 3-node neural network is NP-complete,463119A6
5B0213C2,1988,Proceedings of the first annual workshop on Computational learning theory,463119A6
7ED48DB2,1989,The light bulb problem,463119A6
86346AFF,1990,Proceedings of the third annual workshop on Computational learning theory,463119A6
5A7C133D,2003,Complexity of connected components in evolving graphs and the computation of multicast trees in dynamic networks,4634306E
5C91E7C1,2005,Efficient broadcasting in self-organizing multi-hop wireless networks,4634306E
80C280D8,2005,Equilibria for broadcast range assignment games in ad-hoc networks,4634306E
5DB81674,2005,Selective route-request scheme for on-demand routing protocols in ad hoc networks,4634306E
5C442A5F,2005,Cluster-Based framework in vehicular ad-hoc networks,4634306E
5AB4A4E9,1999,The Future of Educational Computing Research: The Case of Computer Programming.,46347866
5BB31B99,2002,Technology and Pedagogy in Early Childhood Education: Guidance from Cultural-Historical-Activity Theory and Developmentally Appropriate Instruction.,46347866
5E4D5DF9,2002,A Framework for Interaction in Software Development Training,46347866
591A6D47,2002,Designing an Information Technology Curriculum: The Georgia Southern University Experience,46347866
7EDBBE46,2002,Critical Skills of IS Professionals: A Model for Curriculum Development,46347866
0BBEA19F,1984,Approximation schemes for covering and packing problems in robotics and vlsi,4637EEEA
5A56A9D5,1984,On Expressive Interpretations of a Hoare-Logic for Clarke's Language L4,4637EEEA
5A4BB18F,1984,Computing the Largest Empty Rectangle,4637EEEA
58CDAE70,1984,Covering Polygons with Minimum Number of Rectangles,4637EEEA
5FAB4653,1984,Polynomial Time Inference of General Pattern Languages,4637EEEA
00EB564B,1997,Identifying Interesting Missing Patterns,463BD859
06D64177,1997,CLUSTERING LARGE DATA SETS WITH MIXED NUMERIC AND CATEGORICAL VALUES,463BD859
7F755D88,1998,Design Recovery with Data Mining Techniques,463BD859
5A2B785E,1998,Rule generalization by condition combination,463BD859
7D086CFF,1998,CCAIIA: Clustering categorical attributes into interesting association rules,463BD859
804ABC76,1998,CMOS combinational circuit sizing by stage-wise tapering,463BE6FF
7E9D4E9A,1998,Architectural rule checking for high-level synthesis,463BE6FF
7D1EC6A6,1998,Timing analysis and optimization of a high-performance CMOS processor chipset,463BE6FF
7E4550B9,1998,Combinational verification based on high-level functional specifications,463BE6FF
